GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA2020
"G3000450","Montana","30","300","Judith Basin County","045","0450",2023
"G3000470","Montana","30","300","Lake County","047","0470",31134
"G3000490","Montana","30","300","Lewis and Clark County","049","0490",70973
"G3000510","Montana","30","300","Liberty County","051","0510",1959
"G3000530","Montana","30","300","Lincoln County","053","0530",19677
"G3000570","Montana","30","300","Madison County","057","0570",8623
"G3000550","Montana","30","300","McCone County","055","0550",1729
"G3000590","Montana","30","300","Meagher County","059","0590",1927
"G3000610","Montana","30","300","Mineral County","061","0610",4535
"G3000630","Montana","30","300","Missoula County","063","0630",117922
"G3000650","Montana","30","300","Musselshell County","065","0650",4730
"G3000670","Montana","30","300","Park County","067","0670",17191
"G3000690","Montana","30","300","Petroleum County","069","0690",496
"G3000710","Montana","30","300","Phillips County","071","0710",4217
"G3000730","Montana","30","300","Pondera County","073","0730",5898
"G3000750","Montana","30","300","Powder River County","075","0750",1694
"G3000770","Montana","30","300","Powell County","077","0770",6946
"G3000790","Montana","30","300","Prairie County","079","0790",1088
"G3000810","Montana","30","300","Ravalli County","081","0810",44174
"G3000830","Montana","30","300","Richland County","083","0830",11491
"G3000850","Montana","30","300","Roosevelt County","085","0850",10794
"G3000870","Montana","30","300","Rosebud County","087","0870",8329
"G3000890","Montana","30","300","Sanders County","089","0890",12400
"G3000910","Montana","30","300","Sheridan County","091","0910",3539
"G3000930","Montana","30","300","Silver Bow County","093","0930",35133
"G3000950","Montana","30","300","Stillwater County","095","0950",8963
"G3000970","Montana","30","300","Sweet Grass County","097","0970",3678
"G3000990","Montana","30","300","Teton County","099","0990",6226
"G3001010","Montana","30","300","Toole County","101","1010",4971
"G3001030","Montana","30","300","Treasure County","103","1030",762
"G3001050","Montana","30","300","Valley County","105","1050",7578
"G3001070","Montana","30","300","Wheatland County","107","1070",2069
"G3001090","Montana","30","300","Wibaux County","109","1090",937
"G3001110","Montana","30","300","Yellowstone County","111","1110",164731
"G3100010","Nebraska","31","310","Adams County","001","0010",31205
"G3100030","Nebraska","31","310","Antelope County","003","0030",6295
"G3100050","Nebraska","31","310","Arthur County","005","0050",434
"G3100070","Nebraska","31","310","Banner County","007","0070",674
"G3100090","Nebraska","31","310","Blaine County","009","0090",431
"G3100110","Nebraska","31","310","Boone County","011","0110",5379
"G3100130","Nebraska","31","310","Box Butte County","013","0130",10842
"G3100150","Nebraska","31","310","Boyd County","015","0150",1810
"G3100170","Nebraska","31","310","Brown County","017","0170",2903
"G3100190","Nebraska","31","310","Buffalo County","019","0190",50084
"G3100210","Nebraska","31","310","Burt County","021","0210",6722
"G3100230","Nebraska","31","310","Butler County","023","0230",8369
"G3100250","Nebraska","31","310","Cass County","025","0250",26598
"G3100270","Nebraska","31","310","Cedar County","027","0270",8380
"G3100290","Nebraska","31","310","Chase County","029","0290",3893
"G3100310","Nebraska","31","310","Cherry County","031","0310",5455
"G3100330","Nebraska","31","310","Cheyenne County","033","0330",9468
"G3100350","Nebraska","31","310","Clay County","035","0350",6104
"G3100370","Nebraska","31","310","Colfax County","037","0370",10582
"G3100390","Nebraska","31","310","Cuming County","039","0390",9013
"G3100410","Nebraska","31","310","Custer County","041","0410",10545
"G3100430","Nebraska","31","310","Dakota County","043","0430",21582
"G3100450","Nebraska","31","310","Dawes County","045","0450",8199
"G3100470","Nebraska","31","310","Dawson County","047","0470",24111
"G3100490","Nebraska","31","310","Deuel County","049","0490",1838
"G3100510","Nebraska","31","310","Dixon County","051","0510",5606
"G3100530","Nebraska","31","310","Dodge County","053","0530",37167
"G3100550","Nebraska","31","310","Douglas County","055","0550",584526
"G3100570","Nebraska","31","310","Dundy County","057","0570",1654
"G3100590","Nebraska","31","310","Fillmore County","059","0590",5551
"G3100610","Nebraska","31","310","Franklin County","061","0610",2889
"G3100630","Nebraska","31","310","Frontier County","063","0630",2519
"G3100650","Nebraska","31","310","Furnas County","065","0650",4636
"G3100670","Nebraska","31","310","Gage County","067","0670",21704
"G3100690","Nebraska","31","310","Garden County","069","0690",1874
"G3100710","Nebraska","31","310","Garfield County","071","0710",1813
"G3100730","Nebraska","31","310","Gosper County","073","0730",1893
"G3100750","Nebraska","31","310","Grant County","075","0750",611
"G3100770","Nebraska","31","310","Greeley County","077","0770",2188
"G3100790","Nebraska","31","310","Hall County","079","0790",62895
"G3100810","Nebraska","31","310","Hamilton County","081","0810",9429
"G3100830","Nebraska","31","310","Harlan County","083","0830",3073
"G3100850","Nebraska","31","310","Hayes County","085","0850",856
"G3100870","Nebraska","31","310","Hitchcock County","087","0870",2616
"G3100890","Nebraska","31","310","Holt County","089","0890",10127
"G3100910","Nebraska","31","310","Hooker County","091","0910",711
"G3100930","Nebraska","31","310","Howard County","093","0930",6475
"G3100950","Nebraska","31","310","Jefferson County","095","0950",7240
"G3100970","Nebraska","31","310","Johnson County","097","0970",5290
"G3100990","Nebraska","31","310","Kearney County","099","0990",6688
"G3101010","Nebraska","31","310","Keith County","101","1010",8335
"G3101030","Nebraska","31","310","Keya Paha County","103","1030",769
"G3101050","Nebraska","31","310","Kimball County","105","1050",3434
"G3101070","Nebraska","31","310","Knox County","107","1070",8391
"G3101090","Nebraska","31","310","Lancaster County","109","1090",322608
"G3101110","Nebraska","31","310","Lincoln County","111","1110",34676
"G3101130","Nebraska","31","310","Logan County","113","1130",716
"G3101150","Nebraska","31","310","Loup County","115","1150",607
"G3101190","Nebraska","31","310","Madison County","119","1190",35585
"G3101170","Nebraska","31","310","McPherson County","117","1170",399
"G3101210","Nebraska","31","310","Merrick County","121","1210",7668
"G3101230","Nebraska","31","310","Morrill County","123","1230",4555
"G3101250","Nebraska","31","310","Nance County","125","1250",3380
"G3101270","Nebraska","31","310","Nemaha County","127","1270",7074
"G3101290","Nebraska","31","310","Nuckolls County","129","1290",4095
"G3101310","Nebraska","31","310","Otoe County","131","1310",15912
"G3101330","Nebraska","31","310","Pawnee County","133","1330",2544
"G3101350","Nebraska","31","310","Perkins County","135","1350",2858
"G3101370","Nebraska","31","310","Phelps County","137","1370",8968
"G3101390","Nebraska","31","310","Pierce County","139","1390",7317
"G3101410","Nebraska","31","310","Platte County","141","1410",34296
"G3101430","Nebraska","31","310","Polk County","143","1430",5214
"G3101450","Nebraska","31","310","Red Willow County","145","1450",10702
"G3101470","Nebraska","31","310","Richardson County","147","1470",7871
"G3101490","Nebraska","31","310","Rock County","149","1490",1262
"G3101510","Nebraska","31","310","Saline County","151","1510",14292
"G3101530","Nebraska","31","310","Sarpy County","153","1530",190604
"G3101550","Nebraska","31","310","Saunders County","155","1550",22278
"G3101570","Nebraska","31","310","Scotts Bluff County","157","1570",36084
"G3101590","Nebraska","31","310","Seward County","159","1590",17609
"G3101610","Nebraska","31","310","Sheridan County","161","1610",5127
"G3101630","Nebraska","31","310","Sherman County","163","1630",2959
"G3101650","Nebraska","31","310","Sioux County","165","1650",1135
"G3101670","Nebraska","31","310","Stanton County","167","1670",5842
"G3101690","Nebraska","31","310","Thayer County","169","1690",5034
"G3101710","Nebraska","31","310","Thomas County","171","1710",669
"G3101730","Nebraska","31","310","Thurston County","173","1730",6773
"G3101750","Nebraska","31","310","Valley County","175","1750",4059
"G3101770","Nebraska","31","310","Washington County","177","1770",20865
"G3101790","Nebraska","31","310","Wayne County","179","1790",9697
"G3101810","Nebraska","31","310","Webster County","181","1810",3395
"G3101830","Nebraska","31","310","Wheeler County","183","1830",774
"G3101850","Nebraska","31","310","York County","185","1850",14125
"G3205100","Nevada","32","320","Carson City","510","5100",58639
"G3200010","Nevada","32","320","Churchill County","001","0010",25516
"G3200030","Nevada","32","320","Clark County","003","0030",2265461
"G3200050","Nevada","32","320","Douglas County","005","0050",49488
"G3200070","Nevada","32","320","Elko County","007","0070",53702
"G3200090","Nevada","32","320","Esmeralda County","009","0090",729
"G3200110","Nevada","32","320","Eureka County","011","0110",1855
"G3200130","Nevada","32","320","Humboldt County","013","0130",17285
"G3200150","Nevada","32","320","Lander County","015","0150",5734
"G3200170","Nevada","32","320","Lincoln County","017","0170",4499
"G3200190","Nevada","32","320","Lyon County","019","0190",59235
"G3200210","Nevada","32","320","Mineral County","021","0210",4554
"G3200230","Nevada","32","320","Nye County","023","0230",51591
"G3200270","Nevada","32","320","Pershing County","027","0270",6650
"G3200290","Nevada","32","320","Storey County","029","0290",4104
"G3200310","Nevada","32","320","Washoe County","031","0310",486492
"G3200330","Nevada","32","320","White Pine County","033","0330",9080
"G3300010","New Hampshire","33","330","Belknap County","001","0010",63705
"G3300030","New Hampshire","33","330","Carroll County","003","0030",50107
"G3300050","New Hampshire","33","330","Cheshire County","005","0050",76458
"G3300070","New Hampshire","33","330","Coos County","007","0070",31268
"G3300090","New Hampshire","33","330","Grafton County","009","0090",91118
"G3300110","New Hampshire","33","330","Hillsborough County","011","0110",422937
"G3300130","New Hampshire","33","330","Merrimack County","013","0130",153808
"G3300150","New Hampshire","33","330","Rockingham County","015","0150",314176
"G3300170","New Hampshire","33","330","Strafford County","017","0170",130889
"G3300190","New Hampshire","33","330","Sullivan County","019","0190",43063
"G3400010","New Jersey","34","340","Atlantic County","001","0010",274534
"G3400030","New Jersey","34","340","Bergen County","003","0030",955732
"G3400050","New Jersey","34","340","Burlington County","005","0050",461860
"G3400070","New Jersey","34","340","Camden County","007","0070",523485
"G3400090","New Jersey","34","340","Cape May County","009","0090",95263
"G3400110","New Jersey","34","340","Cumberland County","011","0110",154152
"G3400130","New Jersey","34","340","Essex County","013","0130",863728
"G3400150","New Jersey","34","340","Gloucester County","015","0150",302294
"G3400170","New Jersey","34","340","Hudson County","017","0170",724854
"G3400190","New Jersey","34","340","Hunterdon County","019","0190",128947
"G3400210","New Jersey","34","340","Mercer County","021","0210",387340
"G3400230","New Jersey","34","340","Middlesex County","023","0230",863162
"G3400250","New Jersey","34","340","Monmouth County","025","0250",643615
"G3400270","New Jersey","34","340","Morris County","027","0270",509285
"G3400290","New Jersey","34","340","Ocean County","029","0290",637229
"G3400310","New Jersey","34","340","Passaic County","031","0310",524118
"G3400330","New Jersey","34","340","Salem County","033","0330",64837
"G3400350","New Jersey","34","340","Somerset County","035","0350",345361
"G3400370","New Jersey","34","340","Sussex County","037","0370",144221
"G3400390","New Jersey","34","340","Union County","039","0390",575345
"G3400410","New Jersey","34","340","Warren County","041","0410",109632
"G3500010","New Mexico","35","350","Bernalillo County","001","0010",676444
"G3500030","New Mexico","35","350","Catron County","003","0030",3579
"G3500050","New Mexico","35","350","Chaves County","005","0050",65157
"G3500060","New Mexico","35","350","Cibola County","006","0060",27172
"G3500070","New Mexico","35","350","Colfax County","007","0070",12387
"G3500090","New Mexico","35","350","Curry County","009","0090",48430
"G3500110","New Mexico","35","350","De Baca County","011","0110",1698
"G3500130","New Mexico","35","350","Doña Ana County","013","0130",219561
"G3500150","New Mexico","35","350","Eddy County","015","0150",62314
"G3500170","New Mexico","35","350","Grant County","017","0170",28185
"G3500190","New Mexico","35","350","Guadalupe County","019","0190",4452
"G3500210","New Mexico","35","350","Harding County","021","0210",657
"G3500230","New Mexico","35","350","Hidalgo County","023","0230",4178
"G3500250","New Mexico","35","350","Lea County","025","0250",74455
"G3500270","New Mexico","35","350","Lincoln County","027","0270",20269
"G3500280","New Mexico","35","350","Los Alamos County","028","0280",19419
"G3500290","New Mexico","35","350","Luna County","029","0290",25427
"G3500310","New Mexico","35","350","McKinley County","031","0310",72902
"G3500330","New Mexico","35","350","Mora County","033","0330",4189
"G3500350","New Mexico","35","350","Otero County","035","0350",67839
"G3500370","New Mexico","35","350","Quay County","037","0370",8746
"G3500390","New Mexico","35","350","Rio Arriba County","039","0390",40363
"G3500410","New Mexico","35","350","Roosevelt County","041","0410",19191
"G3500450","New Mexico","35","350","San Juan County","045","0450",121661
"G3500470","New Mexico","35","350","San Miguel County","047","0470",27201
"G3500430","New Mexico","35","350","Sandoval County","043","0430",148834
"G3500490","New Mexico","35","350","Santa Fe County","049","0490",154823
"G3500510","New Mexico","35","350","Sierra County","051","0510",11576
"G3500530","New Mexico","35","350","Socorro County","053","0530",16595
"G3500550","New Mexico","35","350","Taos County","055","0550",34489
"G3500570","New Mexico","35","350","Torrance County","057","0570",15045
"G3500590","New Mexico","35","350","Union County","059","0590",4079
"G3500610","New Mexico","35","350","Valencia County","061","0610",76205
"G3600010","New York","36","360","Albany County","001","0010",314848
"G3600030","New York","36","360","Allegany County","003","0030",46456
"G3600050","New York","36","360","Bronx County","005","0050",1472654
"G3600070","New York","36","360","Broome County","007","0070",198683
"G3600090","New York","36","360","Cattaraugus County","009","0090",77042
"G3600110","New York","36","360","Cayuga County","011","0110",76248
"G3600130","New York","36","360","Chautauqua County","013","0130",127657
"G3600150","New York","36","360","Chemung County","015","0150",84148
"G3600170","New York","36","360","Chenango County","017","0170",47220
"G3600190","New York","36","360","Clinton County","019","0190",79843
"G3600210","New York","36","360","Columbia County","021","0210",61570
"G3600230","New York","36","360","Cortland County","023","0230",46809
"G3600250","New York","36","360","Delaware County","025","0250",44308
"G3600270","New York","36","360","Dutchess County","027","0270",295911
"G3600290","New York","36","360","Erie County","029","0290",954236
"G3600310","New York","36","360","Essex County","031","0310",37381
"G3600330","New York","36","360","Franklin County","033","0330",47555
"G3600350","New York","36","360","Fulton County","035","0350",53324
"G3600370","New York","36","360","Genesee County","037","0370",58388
"G3600390","New York","36","360","Greene County","039","0390",47931
"G3600410","New York","36","360","Hamilton County","041","0410",5107
"G3600430","New York","36","360","Herkimer County","043","0430",60139
"G3600450","New York","36","360","Jefferson County","045","0450",116721
"G3600470","New York","36","360","Kings County","047","0470",2736074
"G3600490","New York","36","360","Lewis County","049","0490",26582
"G3600510","New York","36","360","Livingston County","051","0510",61834
"G3600530","New York","36","360","Madison County","053","0530",68016
"G3600550","New York","36","360","Monroe County","055","0550",759443
"G3600570","New York","36","360","Montgomery County","057","0570",49532
"G3600590","New York","36","360","Nassau County","059","0590",1395774
"G3600610","New York","36","360","New York County","061","0610",1694251
"G3600630","New York","36","360","Niagara County","063","0630",212666
"G3600650","New York","36","360","Oneida County","065","0650",232125
"G3600670","New York","36","360","Onondaga County","067","0670",476516
"G3600690","New York","36","360","Ontario County","069","0690",112458
"G3600710","New York","36","360","Orange County","071","0710",401310
"G3600730","New York","36","360","Orleans County","073","0730",40343
"G3600750","New York","36","360","Oswego County","075","0750",117525
"G3600770","New York","36","360","Otsego County","077","0770",58524
"G3600790","New York","36","360","Putnam County","079","0790",97668
"G3600810","New York","36","360","Queens County","081","0810",2405464
"G3600830","New York","36","360","Rensselaer County","083","0830",161130
"G3600850","New York","36","360","Richmond County","085","0850",495747
"G3600870","New York","36","360","Rockland County","087","0870",338329
"G3600910","New York","36","360","Saratoga County","091","0910",235509
"G3600930","New York","36","360","Schenectady County","093","0930",158061
"G3600950","New York","36","360","Schoharie County","095","0950",29714
"G3600970","New York","36","360","Schuyler County","097","0970",17898
"G3600990","New York","36","360","Seneca County","099","0990",33814
"G3600890","New York","36","360","St. Lawrence County","089","0890",108505
"G3601010","New York","36","360","Steuben County","101","1010",93584
"G3601030","New York","36","360","Suffolk County","103","1030",1525920
"G3601050","New York","36","360","Sullivan County","105","1050",78624
"G3601070","New York","36","360","Tioga County","107","1070",48455
"G3601090","New York","36","360","Tompkins County","109","1090",105740
"G3601110","New York","36","360","Ulster County","111","1110",181851
"G3601130","New York","36","360","Warren County","113","1130",65737
"G3601150","New York","36","360","Washington County","115","1150",61302
"G3601170","New York","36","360","Wayne County","117","1170",91283
"G3601190","New York","36","360","Westchester County","119","1190",1004457
"G3601210","New York","36","360","Wyoming County","121","1210",40531
"G3601230","New York","36","360","Yates County","123","1230",24774
"G3700010","North Carolina","37","370","Alamance County","001","0010",171415
"G3700030","North Carolina","37","370","Alexander County","003","0030",36444
"G3700050","North Carolina","37","370","Alleghany County","005","0050",10888
"G3700070","North Carolina","37","370","Anson County","007","0070",22055
"G3700090","North Carolina","37","370","Ashe County","009","0090",26577
"G3700110","North Carolina","37","370","Avery County","011","0110",17806
"G3700130","North Carolina","37","370","Beaufort County","013","0130",44652
"G3700150","North Carolina","37","370","Bertie County","015","0150",17934
"G3700170","North Carolina","37","370","Bladen County","017","0170",29606
"G3700190","North Carolina","37","370","Brunswick County","019","0190",136693
"G3700210","North Carolina","37","370","Buncombe County","021","0210",269452
"G3700230","North Carolina","37","370","Burke County","023","0230",87570
"G3700250","North Carolina","37","370","Cabarrus County","025","0250",225804
"G3700270","North Carolina","37","370","Caldwell County","027","0270",80652
"G3700290","North Carolina","37","370","Camden County","029","0290",10355
"G3700310","North Carolina","37","370","Carteret County","031","0310",67686
"G3700330","North Carolina","37","370","Caswell County","033","0330",22736
"G3700350","North Carolina","37","370","Catawba County","035","0350",160610
"G3700370","North Carolina","37","370","Chatham County","037","0370",76285
"G3700390","North Carolina","37","370","Cherokee County","039","0390",28774
"G3700410","North Carolina","37","370","Chowan County","041","0410",13708
"G3700430","North Carolina","37","370","Clay County","043","0430",11089
"G3700450","North Carolina","37","370","Cleveland County","045","0450",99519
"G3700470","North Carolina","37","370","Columbus County","047","0470",50623
"G3700490","North Carolina","37","370","Craven County","049","0490",100720
"G3700510","North Carolina","37","370","Cumberland County","051","0510",334728
"G3700530","North Carolina","37","370","Currituck County","053","0530",28100
"G3700550","North Carolina","37","370","Dare County","055","0550",36915
"G3700570","North Carolina","37","370","Davidson County","057","0570",168930
"G3700590","North Carolina","37","370","Davie County","059","0590",42712
"G3700610","North Carolina","37","370","Duplin County","061","0610",48715
"G3700630","North Carolina","37","370","Durham County","063","0630",324833
"G3700650","North Carolina","37","370","Edgecombe County","065","0650",48900
"G3700670","North Carolina","37","370","Forsyth County","067","0670",382590
"G3700690","North Carolina","37","370","Franklin County","069","0690",68573
"G3700710","North Carolina","37","370","Gaston County","071","0710",227943
"G3700730","North Carolina","37","370","Gates County","073","0730",10478
"G3700750","North Carolina","37","370","Graham County","075","0750",8030
"G3700770","North Carolina","37","370","Granville County","077","0770",60992
"G3700790","North Carolina","37","370","Greene County","079","0790",20451
"G3700810","North Carolina","37","370","Guilford County","081","0810",541299
"G3700830","North Carolina","37","370","Halifax County","083","0830",48622
"G3700850","North Carolina","37","370","Harnett County","085","0850",133568
"G3700870","North Carolina","37","370","Haywood County","087","0870",62089
"G3700890","North Carolina","37","370","Henderson County","089","0890",116281
"G3700910","North Carolina","37","370","Hertford County","091","0910",21552
"G3700930","North Carolina","37","370","Hoke County","093","0930",52082
"G3700950","North Carolina","37","370","Hyde County","095","0950",4589
"G3700970","North Carolina","37","370","Iredell County","097","0970",186693
"G3700990","North Carolina","37","370","Jackson County","099","0990",43109
"G3701010","North Carolina","37","370","Johnston County","101","1010",215999
"G3701030","North Carolina","37","370","Jones County","103","1030",9172
"G3701050","North Carolina","37","370","Lee County","105","1050",63285
"G3701070","North Carolina","37","370","Lenoir County","107","1070",55122
"G3701090","North Carolina","37","370","Lincoln County","109","1090",86810
"G3701130","North Carolina","37","370","Macon County","113","1130",37014
"G3701150","North Carolina","37","370","Madison County","115","1150",21193
"G3701170","North Carolina","37","370","Martin County","117","1170",22031
"G3701110","North Carolina","37","370","McDowell County","111","1110",44578
"G3701190","North Carolina","37","370","Mecklenburg County","119","1190",1115482
"G3701210","North Carolina","37","370","Mitchell County","121","1210",14903
"G3701230","North Carolina","37","370","Montgomery County","123","1230",25751
"G3701250","North Carolina","37","370","Moore County","125","1250",99727
"G3701270","North Carolina","37","370","Nash County","127","1270",94970
"G3701290","North Carolina","37","370","New Hanover County","129","1290",225702
"G3701310","North Carolina","37","370","Northampton County","131","1310",17471
"G3701330","North Carolina","37","370","Onslow County","133","1330",204576
"G3701350","North Carolina","37","370","Orange County","135","1350",148696
"G3701370","North Carolina","37","370","Pamlico County","137","1370",12276
"G3701390","North Carolina","37","370","Pasquotank County","139","1390",40568
"G3701410","North Carolina","37","370","Pender County","141","1410",60203
"G3701430","North Carolina","37","370","Perquimans County","143","1430",13005
"G3701450","North Carolina","37","370","Person County","145","1450",39097
"G3701470","North Carolina","37","370","Pitt County","147","1470",170243
"G3701490","North Carolina","37","370","Polk County","149","1490",19328
"G3701510","North Carolina","37","370","Randolph County","151","1510",144171
"G3701530","North Carolina","37","370","Richmond County","153","1530",42946
"G3701550","North Carolina","37","370","Robeson County","155","1550",116530
"G3701570","North Carolina","37","370","Rockingham County","157","1570",91096
"G3701590","North Carolina","37","370","Rowan County","159","1590",146875
"G3701610","North Carolina","37","370","Rutherford County","161","1610",64444
"G3701630","North Carolina","37","370","Sampson County","163","1630",59036
"G3701650","North Carolina","37","370","Scotland County","165","1650",34174
"G3701670","North Carolina","37","370","Stanly County","167","1670",62504
"G3701690","North Carolina","37","370","Stokes County","169","1690",44520
"G3701710","North Carolina","37","370","Surry County","171","1710",71359
"G3701730","North Carolina","37","370","Swain County","173","1730",14117
"G3701750","North Carolina","37","370","Transylvania County","175","1750",32986
"G3701770","North Carolina","37","370","Tyrrell County","177","1770",3245
"G3701790","North Carolina","37","370","Union County","179","1790",238267
"G3701810","North Carolina","37","370","Vance County","181","1810",42578
"G3701830","North Carolina","37","370","Wake County","183","1830",1129410
"G3701850","North Carolina","37","370","Warren County","185","1850",18642
"G3701870","North Carolina","37","370","Washington County","187","1870",11003
"G3701890","North Carolina","37","370","Watauga County","189","1890",54086
"G3701910","North Carolina","37","370","Wayne County","191","1910",117333
"G3701930","North Carolina","37","370","Wilkes County","193","1930",65969
"G3701950","North Carolina","37","370","Wilson County","195","1950",78784
"G3701970","North Carolina","37","370","Yadkin County","197","1970",37214
"G3701990","North Carolina","37","370","Yancey County","199","1990",18470
"G3800010","North Dakota","38","380","Adams County","001","0010",2200
"G3800030","North Dakota","38","380","Barnes County","003","0030",10853
"G3800050","North Dakota","38","380","Benson County","005","0050",5964
"G3800070","North Dakota","38","380","Billings County","007","0070",945
"G3800090","North Dakota","38","380","Bottineau County","009","0090",6379
"G3800110","North Dakota","38","380","Bowman County","011","0110",2993
"G3800130","North Dakota","38","380","Burke County","013","0130",2201
"G3800150","North Dakota","38","380","Burleigh County","015","0150",98458
"G3800170","North Dakota","38","380","Cass County","017","0170",184525
"G3800190","North Dakota","38","380","Cavalier County","019","0190",3704
"G3800210","North Dakota","38","380","Dickey County","021","0210",4999
"G3800230","North Dakota","38","380","Divide County","023","0230",2195
"G3800250","North Dakota","38","380","Dunn County","025","0250",4095
"G3800270","North Dakota","38","380","Eddy County","027","0270",2347
"G3800290","North Dakota","38","380","Emmons County","029","0290",3301
"G3800310","North Dakota","38","380","Foster County","031","0310",3397
"G3800330","North Dakota","38","380","Golden Valley County","033","0330",1736
"G3800350","North Dakota","38","380","Grand Forks County","035","0350",73170
"G3800370","North Dakota","38","380","Grant County","037","0370",2301
"G3800390","North Dakota","38","380","Griggs County","039","0390",2306
"G3800410","North Dakota","38","380","Hettinger County","041","0410",2489
"G3800430","North Dakota","38","380","Kidder County","043","0430",2394
"G3800450","North Dakota","38","380","LaMoure County","045","0450",4093
"G3800470","North Dakota","38","380","Logan County","047","0470",1876
"G3800490","North Dakota","38","380","McHenry County","049","0490",5345
"G3800510","North Dakota","38","380","McIntosh County","051","0510",2530
"G3800530","North Dakota","38","380","McKenzie County","053","0530",14704
"G3800550","North Dakota","38","380","McLean County","055","0550",9771
"G3800570","North Dakota","38","380","Mercer County","057","0570",8350
"G3800590","North Dakota","38","380","Morton County","059","0590",33291
"G3800610","North Dakota","38","380","Mountrail County","061","0610",9809
"G3800630","North Dakota","38","380","Nelson County","063","0630",3015
"G3800650","North Dakota","38","380","Oliver County","065","0650",1877
"G3800670","North Dakota","38","380","Pembina County","067","0670",6844
"G3800690","North Dakota","38","380","Pierce County","069","0690",3990
"G3800710","North Dakota","38","380","Ramsey County","071","0710",11605
"G3800730","North Dakota","38","380","Ransom County","073","0730",5703
"G3800750","North Dakota","38","380","Renville County","075","0750",2282
"G3800770","North Dakota","38","380","Richland County","077","0770",16529
"G3800790","North Dakota","38","380","Rolette County","079","0790",12187
"G3800810","North Dakota","38","380","Sargent County","081","0810",3862
"G3800830","North Dakota","38","380","Sheridan County","083","0830",1265
"G3800850","North Dakota","38","380","Sioux County","085","0850",3898
"G3800870","North Dakota","38","380","Slope County","087","0870",706
"G3800890","North Dakota","38","380","Stark County","089","0890",33646
"G3800910","North Dakota","38","380","Steele County","091","0910",1798
"G3800930","North Dakota","38","380","Stutsman County","093","0930",21593
"G3800950","North Dakota","38","380","Towner County","095","0950",2162
"G3800970","North Dakota","38","380","Traill County","097","0970",7997
"G3800990","North Dakota","38","380","Walsh County","099","0990",10563
"G3801010","North Dakota","38","380","Ward County","101","1010",69919
"G3801030","North Dakota","38","380","Wells County","103","1030",3982
"G3801050","North Dakota","38","380","Williams County","105","1050",40950
"G3900010","Ohio","39","390","Adams County","001","0010",27477
"G3900030","Ohio","39","390","Allen County","003","0030",102206
"G3900050","Ohio","39","390","Ashland County","005","0050",52447
"G3900070","Ohio","39","390","Ashtabula County","007","0070",97574
"G3900090","Ohio","39","390","Athens County","009","0090",62431
"G3900110","Ohio","39","390","Auglaize County","011","0110",46422
"G3900130","Ohio","39","390","Belmont County","013","0130",66497
"G3900150","Ohio","39","390","Brown County","015","0150",43676
"G3900170","Ohio","39","390","Butler County","017","0170",390357
"G3900190","Ohio","39","390","Carroll County","019","0190",26721
"G3900210","Ohio","39","390","Champaign County","021","0210",38714
"G3900230","Ohio","39","390","Clark County","023","0230",136001
"G3900250","Ohio","39","390","Clermont County","025","0250",208601
"G3900270","Ohio","39","390","Clinton County","027","0270",42018
"G3900290","Ohio","39","390","Columbiana County","029","0290",101877
"G3900310","Ohio","39","390","Coshocton County","031","0310",36612
"G3900330","Ohio","39","390","Crawford County","033","0330",42025
"G3900350","Ohio","39","390","Cuyahoga County","035","0350",1264817
"G3900370","Ohio","39","390","Darke County","037","0370",51881
"G3900390","Ohio","39","390","Defiance County","039","0390",38286
"G3900410","Ohio","39","390","Delaware County","041","0410",214124
"G3900430","Ohio","39","390","Erie County","043","0430",75622
"G3900450","Ohio","39","390","Fairfield County","045","0450",158921
"G3900470","Ohio","39","390","Fayette County","047","0470",28951
"G3900490","Ohio","39","390","Franklin County","049","0490",1323807
"G3900510","Ohio","39","390","Fulton County","051","0510",42713
"G3900530","Ohio","39","390","Gallia County","053","0530",29220
"G3900550","Ohio","39","390","Geauga County","055","0550",95397
"G3900570","Ohio","39","390","Greene County","057","0570",167966
"G3900590","Ohio","39","390","Guernsey County","059","0590",38438
"G3900610","Ohio","39","390","Hamilton County","061","0610",830639
"G3900630","Ohio","39","390","Hancock County","063","0630",74920
"G3900650","Ohio","39","390","Hardin County","065","0650",30696
"G3900670","Ohio","39","390","Harrison County","067","0670",14483
"G3900690","Ohio","39","390","Henry County","069","0690",27662
"G3900710","Ohio","39","390","Highland County","071","0710",43317
"G3900730","Ohio","39","390","Hocking County","073","0730",28050
"G3900750","Ohio","39","390","Holmes County","075","0750",44223
"G3900770","Ohio","39","390","Huron County","077","0770",58565
"G3900790","Ohio","39","390","Jackson County","079","0790",32653
"G3900810","Ohio","39","390","Jefferson County","081","0810",65249
"G3900830","Ohio","39","390","Knox County","083","0830",62721
"G3900850","Ohio","39","390","Lake County","085","0850",232603
"G3900870","Ohio","39","390","Lawrence County","087","0870",58240
"G3900890","Ohio","39","390","Licking County","089","0890",178519
"G3900910","Ohio","39","390","Logan County","091","0910",46150
"G3900930","Ohio","39","390","Lorain County","093","0930",312964
"G3900950","Ohio","39","390","Lucas County","095","0950",431279
"G3900970","Ohio","39","390","Madison County","097","0970",43824
"G3900990","Ohio","39","390","Mahoning County","099","0990",228614
"G3901010","Ohio","39","390","Marion County","101","1010",65359
"G3901030","Ohio","39","390","Medina County","103","1030",182470
